,round_number,grant_number,grant_value,grant_clarity,grant_legitimacy,grant_difficulty,grant_is_unsafe,reviewer_1,reviewer_1_social,reviewer_1_ability,reviewer_1_recognition,reviewer_1_engagement,reviewer_1_satisfaction,reviewer_1_total_paid,reviewer_1_trust_level,reviewer_1_correct,reviewer_2,reviewer_2_social,reviewer_2_ability,reviewer_2_recognition,reviewer_2_engagement,reviewer_2_satisfaction,reviewer_2_total_paid,reviewer_2_trust_level,reviewer_2_correct,reviewer_3,reviewer_3_social,reviewer_3_ability,reviewer_3_recognition,reviewer_3_engagement,reviewer_3_satisfaction,reviewer_3_total_paid,reviewer_3_trust_level,reviewer_3_correct,reviewer_1_score,reviewer_2_score,reviewer_3_score,aggregate_score,discussed
172,0.0,173.0,0.7,0.7,0.4,0.5999999999999999,0.0,4.0,0.6,0.9999999999999999,0.5,0.5,0.9499999999999988,800.0,2.0,1.0,19.0,0.5,0.9999999999999999,0.3,0.6,0.999999999999999,800.0,2.0,1.0,24.0,0.7,0.9999999999999999,0.5,0.7,0.979999999999999,800.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0
173,0.0,174.0,0.4,0.4,0.5,0.19999999999999996,0.0,24.0,0.7,0.9999999999999999,0.5,0.7,0.969999999999999,800.0,2.0,1.0,49.0,0.4,0.9999999999999999,0.4,0.4,0.9299999999999987,800.0,2.0,1.0,6.0,0.1,0.9999999999999999,0.1,0.1,0.95,500.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
174,0.0,175.0,0.5,0.5,0.5,0.5,0.0,40.0,0.7,0.9999999999999999,0.2,0.2,0.9099999999999989,800.0,2.0,1.0,22.0,0.2,0.9999999999999999,0.2,0.2,0.9699999999999999,500.0,1.0,1.0,6.0,0.1,0.9999999999999999,0.1,0.1,0.95,500.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
175,0.0,176.0,0.5,0.5,0.4,0.19999999999999996,0.0,39.0,0.1,1.0,0.1,0.1,0.9499999999999998,500.0,1.0,1.0,19.0,0.5,0.9999999999999999,0.3,0.6,0.969999999999999,800.0,2.0,1.0,25.0,0.5,0.9999999999999999,0.5,0.5,0.9299999999999988,800.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0
176,0.0,177.0,0.4,0.4,0.5,0.19999999999999996,0.0,13.0,0.4,0.9999999999999999,0.5,0.5,0.9499999999999988,800.0,2.0,1.0,44.0,0.1,0.9999999999999999,0.1,0.8,0.9699999999999999,500.0,1.0,1.0,19.0,0.5,0.9999999999999999,0.3,0.6,0.959999999999999,800.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0
177,0.0,178.0,0.5,0.5,0.3,0.4,0.0,14.0,0.5,0.9999999999999999,0.5,0.7,0.9399999999999987,800.0,2.0,1.0,40.0,0.7,0.9999999999999999,0.2,0.2,0.9899999999999989,800.0,2.0,1.0,42.0,0.8,1.0,0.8,0.8,0.07999999999999774,1000.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0
178,0.0,179.0,0.5,0.5,0.6,0.19999999999999996,0.0,22.0,0.2,0.9999999999999999,0.2,0.2,0.9699999999999999,500.0,1.0,1.0,40.0,0.7,0.9999999999999999,0.2,0.2,0.9899999999999989,800.0,2.0,1.0,20.0,0.5,0.9999999999999999,0.8,0.2,0.9199999999999988,800.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0
179,0.0,180.0,0.4,0.5,0.5,0.19999999999999996,0.0,25.0,0.5,0.9999999999999999,0.5,0.5,0.9099999999999988,800.0,2.0,1.0,20.0,0.5,0.9999999999999999,0.8,0.2,0.9199999999999988,800.0,2.0,1.0,17.0,0.2,0.9999999999999999,0.7,0.5,0.9899999999999987,800.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0
180,0.0,181.0,0.5,0.4,0.5,0.19999999999999996,0.0,29.0,0.5,0.9999999999999999,0.5,0.5,0.9699999999999986,800.0,2.0,1.0,24.0,0.7,0.9999999999999999,0.5,0.7,0.8999999999999989,800.0,2.0,1.0,41.0,0.4,0.9999999999999999,0.4,0.8,0.9499999999999988,800.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
181,0.0,182.0,0.3,0.5,0.6,0.6,0.0,31.0,0.6,0.9999999999999999,0.2,0.2,0.9699999999999999,500.0,1.0,1.0,22.0,0.2,0.9999999999999999,0.2,0.2,0.9599999999999999,500.0,1.0,1.0,32.0,0.4,0.9999999999999999,0.4,0.4,0.9199999999999987,800.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
182,0.0,183.0,0.6,0.5,0.7,0.3999999999999999,0.0,30.0,0.1,0.9999999999999999,0.7,0.1,0.9599999999999999,500.0,1.0,1.0,14.0,0.5,0.9999999999999999,0.5,0.7,0.9299999999999987,800.0,2.0,1.0,8.0,0.4,0.9999999999999999,0.7,0.4,0.969999999999999,800.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0
183,0.0,184.0,0.5,0.3,0.8,0.8,0.0,44.0,0.1,0.9999999999999999,0.1,0.8,0.9699999999999999,500.0,1.0,1.0,41.0,0.4,0.9999999999999999,0.4,0.8,0.9299999999999988,800.0,2.0,1.0,14.0,0.5,0.9999999999999999,0.5,0.7,0.9099999999999987,800.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0
184,0.0,185.0,0.5,0.5,0.4,0.19999999999999996,0.0,18.0,0.4,0.9999999999999999,0.4,0.7,0.9499999999999986,800.0,2.0,1.0,36.0,0.1,0.9999999999999999,0.1,0.1,0.9699999999999999,500.0,1.0,1.0,34.0,0.5,0.9999999999999999,0.7,0.5,0.9299999999999988,800.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
185,0.0,186.0,0.6,0.6,0.5,0.19999999999999996,0.0,2.0,0.2,0.9999999999999999,0.2,0.7,0.9899999999999988,800.0,2.0,1.0,30.0,0.1,0.9999999999999999,0.7,0.1,0.9599999999999999,500.0,1.0,1.0,15.0,0.5,0.9999999999999999,0.5,0.2,0.9599999999999986,800.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
186,0.0,187.0,0.7,0.7,0.5,0.3999999999999999,0.0,36.0,0.1,0.9999999999999999,0.1,0.1,0.9699999999999999,500.0,1.0,1.0,46.0,0.4,0.9999999999999999,0.4,0.4,0.9199999999999988,800.0,2.0,1.0,39.0,0.1,1.0,0.1,0.1,0.9499999999999998,500.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
187,0.0,188.0,0.8,0.4,0.4,0.8,0.0,33.0,0.5,0.9999999999999999,0.5,0.7,0.9699999999999988,800.0,2.0,1.0,42.0,0.8,1.0,0.8,0.8,0.08999999999999775,1000.0,3.0,1.0,5.0,0.5,1.0,0.5,0.5,0.9199999999999987,800.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
188,0.0,189.0,0.4,0.5,0.5,0.19999999999999996,0.0,21.0,0.1,0.9999999999999999,0.1,0.1,0.9699999999999999,500.0,1.0,1.0,33.0,0.5,0.9999999999999999,0.5,0.7,0.9699999999999988,800.0,2.0,1.0,30.0,0.1,0.9999999999999999,0.7,0.1,0.9499999999999998,500.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
189,0.0,190.0,0.5,0.5,0.3,0.4,0.0,23.0,0.4,0.9999999999999999,0.4,0.8,0.9199999999999988,800.0,2.0,1.0,10.0,0.5,0.9999999999999999,0.5,0.2,0.9199999999999988,800.0,2.0,1.0,7.0,0.6,0.9999999999999999,0.2,0.7,0.9099999999999988,800.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0
190,0.0,191.0,0.5,0.4,0.6,0.3999999999999999,0.0,1.0,0.1,0.9999999999999999,0.1,0.1,0.9799999999999999,500.0,1.0,1.0,11.0,0.1,0.9999999999999999,0.4,0.4,0.9399999999999998,500.0,1.0,1.0,47.0,0.5,0.9999999999999999,0.5,0.5,0.8999999999999988,800.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0
191,0.0,192.0,0.4,0.5,0.5,0.19999999999999996,0.0,6.0,0.1,0.9999999999999999,0.1,0.1,0.94,500.0,1.0,1.0,29.0,0.5,0.9999999999999999,0.5,0.5,0.9299999999999986,800.0,2.0,1.0,23.0,0.4,0.9999999999999999,0.4,0.8,0.9999999999999988,800.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
192,0.0,193.0,0.5,0.5,0.5,0.5,0.0,27.0,0.8,0.9999999999999999,0.2,0.2,0.9899999999999987,800.0,2.0,1.0,30.0,0.1,0.9999999999999999,0.7,0.1,0.9499999999999998,500.0,1.0,1.0,49.0,0.4,0.9999999999999999,0.4,0.4,0.9299999999999986,800.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0
193,0.0,194.0,0.5,0.5,0.6,0.19999999999999996,0.0,8.0,0.4,0.9999999999999999,0.7,0.4,0.9099999999999989,800.0,2.0,1.0,43.0,0.5,0.9999999999999999,0.5,0.5,0.9699999999999988,800.0,2.0,1.0,32.0,0.4,0.9999999999999999,0.4,0.4,0.9199999999999986,800.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
194,0.0,195.0,0.3,0.5,0.7,0.7999999999999999,0.0,12.0,0.2,0.9999999999999999,0.7,0.8,0.9499999999999988,800.0,2.0,1.0,10.0,0.5,0.9999999999999999,0.5,0.2,0.9099999999999988,800.0,2.0,1.0,25.0,0.5,0.9999999999999999,0.5,0.5,0.9899999999999987,800.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
195,0.0,196.0,0.5,0.6,0.8,0.6000000000000001,0.0,16.0,0.1,0.9999999999999999,0.1,0.4,0.9699999999999999,500.0,1.0,1.0,17.0,0.2,0.9999999999999999,0.7,0.5,0.9999999999999986,800.0,2.0,1.0,14.0,0.5,0.9999999999999999,0.5,0.7,0.9499999999999986,800.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
196,0.0,197.0,0.6,0.7,0.4,0.5999999999999999,0.0,30.0,0.1,0.9999999999999999,0.7,0.1,0.9499999999999998,500.0,1.0,1.0,49.0,0.4,0.9999999999999999,0.4,0.4,0.8999999999999986,800.0,2.0,1.0,16.0,0.1,0.9999999999999999,0.1,0.4,0.9699999999999999,500.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
197,0.0,198.0,0.7,0.8,0.5,0.6000000000000001,0.0,2.0,0.2,0.9999999999999999,0.2,0.7,0.8999999999999987,800.0,2.0,1.0,11.0,0.1,0.9999999999999999,0.4,0.4,0.9299999999999998,500.0,1.0,1.0,11.0,0.1,0.9999999999999999,0.4,0.4,0.9299999999999998,500.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
198,0.0,199.0,0.4,0.4,0.5,0.19999999999999996,0.0,21.0,0.1,0.9999999999999999,0.1,0.1,0.9699999999999999,500.0,1.0,1.0,12.0,0.2,0.9999999999999999,0.7,0.8,0.9099999999999988,800.0,2.0,1.0,5.0,0.5,1.0,0.5,0.5,0.9699999999999986,800.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0
199,0.0,200.0,0.5,0.5,0.4,0.19999999999999996,0.0,23.0,0.4,0.9999999999999999,0.4,0.8,0.9599999999999987,800.0,2.0,1.0,18.0,0.4,0.9999999999999999,0.4,0.7,0.9099999999999986,800.0,2.0,1.0,31.0,0.6,0.9999999999999999,0.2,0.2,0.9599999999999999,500.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
200,0.0,201.0,0.5,0.5,0.5,0.5,0.0,4.0,0.6,0.9999999999999999,0.5,0.5,0.9999999999999987,800.0,2.0,1.0,2.0,0.2,0.9999999999999999,0.2,0.7,0.9799999999999986,800.0,2.0,1.0,21.0,0.1,0.9999999999999999,0.1,0.1,0.9599999999999999,500.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
201,0.0,202.0,0.4,0.4,0.5,0.19999999999999996,0.0,32.0,0.4,0.9999999999999999,0.4,0.4,0.9399999999999985,800.0,2.0,1.0,34.0,0.5,0.9999999999999999,0.7,0.5,0.9199999999999987,800.0,2.0,1.0,3.0,0.4,0.9999999999999999,0.4,0.4,0.9999999999999988,800.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
202,0.0,203.0,0.5,0.5,0.4,0.19999999999999996,0.0,40.0,0.7,0.9999999999999999,0.2,0.2,0.9399999999999987,800.0,2.0,1.0,33.0,0.5,0.9999999999999999,0.5,0.7,0.9099999999999987,800.0,2.0,1.0,42.0,0.8,1.0,0.8,0.8,0.08999999999999776,1000.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0
203,0.0,204.0,0.5,0.3,0.5,0.4,0.0,21.0,0.1,0.9999999999999999,0.1,0.1,0.9399999999999998,500.0,1.0,1.0,37.0,0.2,0.9999999999999999,0.2,0.2,0.9899999999999999,500.0,1.0,1.0,21.0,0.1,0.9999999999999999,0.1,0.1,0.9399999999999998,500.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
204,0.0,205.0,0.5,0.6,0.5,0.19999999999999996,0.0,40.0,0.7,0.9999999999999999,0.2,0.2,0.9399999999999987,800.0,2.0,1.0,31.0,0.6,0.9999999999999999,0.2,0.2,0.9599999999999999,500.0,1.0,1.0,14.0,0.5,0.9999999999999999,0.5,0.7,0.9099999999999986,800.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
205,0.0,206.0,0.5,0.5,0.3,0.4,0.0,33.0,0.5,0.9999999999999999,0.5,0.7,0.8899999999999987,800.0,2.0,1.0,36.0,0.1,0.9999999999999999,0.1,0.1,0.9599999999999999,500.0,1.0,1.0,22.0,0.2,0.9999999999999999,0.2,0.2,0.9599999999999999,500.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
206,0.0,207.0,0.6,0.4,0.5,0.3999999999999999,0.0,49.0,0.4,0.9999999999999999,0.4,0.4,0.9599999999999985,800.0,2.0,1.0,5.0,0.5,1.0,0.5,0.5,0.9399999999999986,800.0,2.0,1.0,4.0,0.6,0.9999999999999999,0.5,0.5,0.9799999999999986,800.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
207,0.0,208.0,0.7,0.5,0.6,0.3999999999999999,0.0,47.0,0.5,0.9999999999999999,0.5,0.5,0.8699999999999987,800.0,2.0,1.0,42.0,0.8,1.0,0.8,0.8,0.18999999999999778,1000.0,3.0,1.0,18.0,0.4,0.9999999999999999,0.4,0.7,0.9899999999999985,800.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0
208,0.0,209.0,0.8,0.5,0.7,0.6000000000000001,0.0,46.0,0.4,0.9999999999999999,0.4,0.4,0.8999999999999987,800.0,2.0,1.0,7.0,0.6,0.9999999999999999,0.2,0.7,0.9799999999999986,800.0,2.0,1.0,34.0,0.5,0.9999999999999999,0.7,0.5,0.9699999999999986,800.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
209,0.0,210.0,0.4,0.4,0.4,0.4,0.0,19.0,0.5,0.9999999999999999,0.3,0.6,0.9199999999999988,800.0,2.0,1.0,15.0,0.5,0.9999999999999999,0.5,0.2,0.9499999999999985,800.0,2.0,1.0,41.0,0.4,0.9999999999999999,0.4,0.8,0.9199999999999987,800.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0
210,0.0,211.0,0.5,0.5,0.5,0.5,0.0,32.0,0.4,0.9999999999999999,0.4,0.4,0.9099999999999985,800.0,2.0,1.0,14.0,0.5,0.9999999999999999,0.5,0.7,0.9599999999999985,800.0,2.0,1.0,43.0,0.5,0.9999999999999999,0.5,0.5,0.9699999999999986,800.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0
211,0.0,212.0,0.5,0.3,0.5,0.4,0.0,24.0,0.7,0.9999999999999999,0.5,0.7,0.8999999999999987,800.0,2.0,1.0,6.0,0.1,0.9999999999999999,0.1,0.1,0.94,500.0,1.0,1.0,11.0,0.1,0.9999999999999999,0.4,0.4,0.9199999999999998,500.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
212,0.0,213.0,0.4,0.6,0.4,0.3999999999999999,0.0,6.0,0.1,0.9999999999999999,0.1,0.1,0.94,500.0,1.0,1.0,41.0,0.4,0.9999999999999999,0.4,0.8,0.8799999999999987,800.0,2.0,1.0,22.0,0.2,0.9999999999999999,0.2,0.2,0.9499999999999998,500.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
213,0.0,214.0,0.5,0.5,0.5,0.5,0.0,38.0,0.4,0.9999999999999999,0.4,0.6,0.9399999999999986,800.0,2.0,1.0,34.0,0.5,0.9999999999999999,0.7,0.5,0.9299999999999986,800.0,2.0,1.0,1.0,0.1,0.9999999999999999,0.1,0.1,0.9799999999999999,500.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
214,0.0,215.0,0.3,0.4,0.5,0.4,0.0,19.0,0.5,0.9999999999999999,0.3,0.6,0.9899999999999988,800.0,2.0,1.0,25.0,0.5,0.9999999999999999,0.5,0.5,0.9899999999999985,800.0,2.0,1.0,29.0,0.5,0.9999999999999999,0.5,0.5,0.9999999999999984,800.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0
215,0.0,216.0,0.6,0.5,0.5,0.19999999999999996,0.0,33.0,0.5,0.9999999999999999,0.5,0.7,0.9299999999999986,800.0,2.0,1.0,3.0,0.4,0.9999999999999999,0.4,0.4,0.9099999999999987,800.0,2.0,1.0,18.0,0.4,0.9999999999999999,0.4,0.7,0.9299999999999985,800.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0
216,0.0,217.0,0.5,0.5,0.5,0.5,0.0,16.0,0.1,0.9999999999999999,0.1,0.4,0.9599999999999999,500.0,1.0,1.0,11.0,0.1,0.9999999999999999,0.4,0.4,0.9199999999999998,500.0,1.0,1.0,18.0,0.4,0.9999999999999999,0.4,0.7,0.9199999999999985,800.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
217,0.0,218.0,0.5,0.4,0.6,0.3999999999999999,0.0,16.0,0.1,0.9999999999999999,0.1,0.4,0.9599999999999999,500.0,1.0,1.0,42.0,0.8,1.0,0.8,0.8,0.09999999999999776,1000.0,3.0,1.0,38.0,0.4,0.9999999999999999,0.4,0.6,0.9199999999999986,800.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0
218,0.0,219.0,0.6,0.5,0.7,0.3999999999999999,0.0,36.0,0.1,0.9999999999999999,0.1,0.1,0.9599999999999999,500.0,1.0,1.0,34.0,0.5,0.9999999999999999,0.7,0.5,0.9899999999999985,800.0,2.0,1.0,38.0,0.4,0.9999999999999999,0.4,0.6,0.8999999999999986,800.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
219,0.0,220.0,0.7,0.3,0.8,0.8,0.0,34.0,0.5,0.9999999999999999,0.7,0.5,0.9799999999999985,800.0,2.0,1.0,5.0,0.5,1.0,0.5,0.5,0.9899999999999985,800.0,2.0,1.0,26.0,0.1,0.9999999999999999,0.8,0.1,0.9299999999999998,500.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
220,0.0,221.0,0.8,0.4,0.4,0.8,0.0,30.0,0.1,0.9999999999999999,0.7,0.1,0.9399999999999998,500.0,1.0,1.0,22.0,0.2,0.9999999999999999,0.2,0.2,0.9499999999999998,500.0,1.0,1.0,14.0,0.5,0.9999999999999999,0.5,0.7,0.9199999999999985,800.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0
221,0.0,222.0,0.4,0.5,0.5,0.19999999999999996,0.0,23.0,0.4,0.9999999999999999,0.4,0.8,0.9599999999999986,800.0,2.0,1.0,11.0,0.1,0.9999999999999999,0.4,0.4,0.9199999999999998,500.0,1.0,1.0,41.0,0.4,0.9999999999999999,0.4,0.8,0.9299999999999986,800.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0
222,0.0,223.0,0.5,0.5,0.5,0.5,0.0,9.0,0.7,0.9999999999999999,0.5,0.5,0.9399999999999985,800.0,2.0,1.0,15.0,0.5,0.9999999999999999,0.5,0.2,0.9899999999999984,800.0,2.0,1.0,15.0,0.5,0.9999999999999999,0.5,0.2,0.9899999999999984,800.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0
223,0.0,224.0,0.5,0.4,0.4,0.19999999999999996,0.0,43.0,0.5,0.9999999999999999,0.5,0.5,0.9199999999999986,800.0,2.0,1.0,41.0,0.4,0.9999999999999999,0.4,0.8,0.9199999999999986,800.0,2.0,1.0,4.0,0.6,0.9999999999999999,0.5,0.5,0.9799999999999985,800.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0
224,0.0,225.0,0.4,0.5,0.5,0.19999999999999996,0.0,43.0,0.5,0.9999999999999999,0.5,0.5,0.9099999999999986,800.0,2.0,1.0,49.0,0.4,0.9999999999999999,0.4,0.4,0.9099999999999984,800.0,2.0,1.0,10.0,0.5,0.9999999999999999,0.5,0.2,0.9499999999999986,800.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
225,0.0,226.0,0.5,0.3,0.3,0.4,0.0,50.0,0.8,1.0,0.8,0.6,0.08999999999999968,1000.0,3.0,1.0,22.0,0.2,0.9999999999999999,0.2,0.2,0.9499999999999998,500.0,1.0,1.0,29.0,0.5,0.9999999999999999,0.5,0.5,0.9399999999999984,800.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0
226,0.0,227.0,0.5,0.5,0.6,0.19999999999999996,0.0,50.0,0.8,1.0,0.8,0.6,0.16999999999999965,1000.0,3.0,1.0,4.0,0.6,0.9999999999999999,0.5,0.5,0.9499999999999985,800.0,2.0,1.0,38.0,0.4,0.9999999999999999,0.4,0.6,0.9699999999999985,800.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0
227,0.0,228.0,0.4,0.5,0.5,0.19999999999999996,0.0,15.0,0.5,0.9999999999999999,0.5,0.2,0.9699999999999984,800.0,2.0,1.0,11.0,0.1,0.9999999999999999,0.4,0.4,0.9099999999999998,500.0,1.0,1.0,41.0,0.4,0.9999999999999999,0.4,0.8,0.9999999999999986,800.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
228,0.0,229.0,0.5,0.6,0.3,0.6,0.0,10.0,0.5,0.9999999999999999,0.5,0.2,0.9099999999999986,800.0,2.0,1.0,40.0,0.7,0.9999999999999999,0.2,0.2,0.9799999999999985,800.0,2.0,1.0,16.0,0.1,0.9999999999999999,0.1,0.4,0.9599999999999999,500.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
229,0.0,230.0,0.3,0.7,0.6,0.7999999999999999,0.0,41.0,0.4,0.9999999999999999,0.4,0.8,0.9799999999999985,800.0,2.0,1.0,33.0,0.5,0.9999999999999999,0.5,0.7,0.9699999999999985,800.0,2.0,1.0,24.0,0.7,0.9999999999999999,0.5,0.7,0.9299999999999986,800.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0
230,0.0,231.0,0.6,0.8,0.5,0.6000000000000001,0.0,23.0,0.4,0.9999999999999999,0.4,0.8,0.9299999999999986,800.0,2.0,1.0,37.0,0.2,0.9999999999999999,0.2,0.2,0.9899999999999999,500.0,1.0,1.0,37.0,0.2,0.9999999999999999,0.2,0.2,0.9899999999999999,500.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
231,0.0,232.0,0.5,0.4,0.5,0.19999999999999996,0.0,4.0,0.6,0.9999999999999999,0.5,0.5,0.9099999999999985,800.0,2.0,1.0,14.0,0.5,0.9999999999999999,0.5,0.7,0.9199999999999984,800.0,2.0,1.0,35.0,0.6,0.9999999999999999,0.5,0.5,0.9499999999999985,800.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
232,0.0,233.0,0.4,0.5,0.6,0.3999999999999999,0.0,1.0,0.1,0.9999999999999999,0.1,0.1,0.9799999999999999,500.0,1.0,1.0,26.0,0.1,0.9999999999999999,0.8,0.1,0.9299999999999998,500.0,1.0,1.0,39.0,0.1,1.0,0.1,0.1,0.9499999999999998,500.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
233,0.0,234.0,0.5,0.5,0.7,0.3999999999999999,0.0,4.0,0.6,0.9999999999999999,0.5,0.5,0.9899999999999984,800.0,2.0,1.0,46.0,0.4,0.9999999999999999,0.4,0.4,0.9099999999999986,800.0,2.0,1.0,38.0,0.4,0.9999999999999999,0.4,0.6,0.8999999999999985,800.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
234,0.0,235.0,0.5,0.4,0.8,0.8,0.0,19.0,0.5,0.9999999999999999,0.3,0.6,0.9599999999999986,800.0,2.0,1.0,18.0,0.4,0.9999999999999999,0.4,0.7,0.9999999999999983,800.0,2.0,1.0,12.0,0.2,0.9999999999999999,0.7,0.8,0.9599999999999985,800.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
235,0.0,236.0,0.4,0.5,0.4,0.19999999999999996,0.0,12.0,0.2,0.9999999999999999,0.7,0.8,0.9499999999999985,800.0,2.0,1.0,6.0,0.1,0.9999999999999999,0.1,0.1,0.94,500.0,1.0,1.0,5.0,0.5,1.0,0.5,0.5,0.9099999999999985,800.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
236,0.0,237.0,0.5,0.5,0.5,0.5,0.0,30.0,0.1,0.9999999999999999,0.7,0.1,0.9399999999999998,500.0,1.0,1.0,31.0,0.6,0.9999999999999999,0.2,0.2,0.9599999999999999,500.0,1.0,1.0,5.0,0.5,1.0,0.5,0.5,0.9099999999999985,800.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0
237,0.0,238.0,0.3,0.5,0.5,0.4,0.0,35.0,0.6,0.9999999999999999,0.5,0.5,0.8799999999999985,800.0,2.0,1.0,24.0,0.7,0.9999999999999999,0.5,0.7,0.9099999999999986,800.0,2.0,1.0,28.0,0.4,0.9999999999999999,0.4,0.7,0.9699999999999984,800.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
238,0.0,239.0,0.5,0.5,0.4,0.19999999999999996,0.0,34.0,0.5,0.9999999999999999,0.7,0.5,0.9199999999999985,800.0,2.0,1.0,27.0,0.8,0.9999999999999999,0.2,0.2,0.9799999999999984,800.0,2.0,1.0,32.0,0.4,0.9999999999999999,0.4,0.4,0.9199999999999983,800.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0
239,0.0,240.0,0.5,0.6,0.5,0.19999999999999996,0.0,35.0,0.6,0.9999999999999999,0.5,0.5,0.9599999999999984,800.0,2.0,1.0,41.0,0.4,0.9999999999999999,0.4,0.8,0.9299999999999985,800.0,2.0,1.0,1.0,0.1,0.9999999999999999,0.1,0.1,0.9699999999999999,500.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
240,0.0,241.0,0.6,0.7,0.5,0.3999999999999999,0.0,32.0,0.4,0.9999999999999999,0.4,0.4,0.9899999999999982,800.0,2.0,1.0,50.0,0.8,1.0,0.8,0.6,0.18999999999999967,1000.0,3.0,1.0,2.0,0.2,0.9999999999999999,0.2,0.7,0.8899999999999983,800.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0
241,0.0,242.0,0.7,0.8,0.4,0.8,0.0,36.0,0.1,0.9999999999999999,0.1,0.1,0.9399999999999998,500.0,1.0,1.0,20.0,0.5,0.9999999999999999,0.8,0.2,0.9699999999999985,800.0,2.0,1.0,36.0,0.1,0.9999999999999999,0.1,0.1,0.9399999999999998,500.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
242,0.0,243.0,0.8,0.4,0.5,0.8,0.0,43.0,0.5,0.9999999999999999,0.5,0.5,0.9099999999999985,800.0,2.0,1.0,1.0,0.1,0.9999999999999999,0.1,0.1,0.9699999999999999,500.0,1.0,1.0,44.0,0.1,0.9999999999999999,0.1,0.8,0.9699999999999999,500.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
